id,slug,title,youtube_url,youtube_video_id,youtube_status,product,difficulty,short_description,duration_seconds,published_at,playlist,source_notes,enrichment_status
cat-011,altium-library-management-github-desktop-made-simple,Altium Library Management: GitHub Desktop Made Simple!,https://www.youtube.com/watch?v=RZHgG0sxO_Y,RZHgG0sxO_Y,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Altium Library Management: GitHub Desktop Made Simple!,0,,,Source: MD channel Altium search dump via parse_report; list#11; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-012,design-full-bridge-rectifier-pcb-using-altium-designer,Design Full bridge rectifier PCB using Altium designer,https://www.youtube.com/watch?v=p8fiEBc6ye0,p8fiEBc6ye0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Full bridge rectifier PCB using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#12; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-013,theft-alarm-using-altium-designer,Theft Alarm using Altium Designer,https://www.youtube.com/watch?v=DJvosW6d7eU,DJvosW6d7eU,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Theft Alarm using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#13; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-014,design-flashlight-using-altium-designer,Design Flashlight using Altium Designer,https://www.youtube.com/watch?v=Kh5HNx3XbGo,Kh5HNx3XbGo,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Flashlight using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#14; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-015,create-component-symbol-add-pins-altium-designer,Create Component Symbol & Add Pins Altium Designer,https://www.youtube.com/watch?v=ABsYVuiAEvI,ABsYVuiAEvI,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Create Component Symbol & Add Pins Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#15; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-016,switching-regulator-design-altium-designer-tutorial,Switching Regulator Design - Altium Designer Tutorial,https://www.youtube.com/watch?v=my7_tfx9sJc,my7_tfx9sJc,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Switching Regulator Design - Altium Designer Tutorial,0,,,Source: MD channel Altium search dump via parse_report; list#16; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-017,verifying-the-project-to-check-for-errors-altium-designer,Verifying the project to check for errors- Altium Designer,https://www.youtube.com/watch?v=0qYLfgetUUM,0qYLfgetUUM,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Verifying the project to check for errors- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#17; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-018,design-bluetooth-module-with-arduino-nano-using-altium-designer,Design Bluetooth module with Arduino nano using Altium designer,https://www.youtube.com/watch?v=Mphb6qw1OLw,Mphb6qw1OLw,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Bluetooth module with Arduino nano using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#18; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-019,setting-up-the-grid-in-altium-designer,Setting up the grid in Altium Designer,https://www.youtube.com/watch?v=aG0y-zjV87A,aG0y-zjV87A,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Setting up the grid in Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#19; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-020,design-flame-detector-using-altium-designer,Design Flame detector using Altium Designer,https://www.youtube.com/watch?v=MJnNScVXFIo,MJnNScVXFIo,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Flame detector using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#20; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-021,arduino-uno-r4-schematic-design-step-by-step-in-altium-designer,Arduino UNO R4 Schematic Design Step by Step in Altium Designer,https://www.youtube.com/watch?v=raycLqor0OU,raycLqor0OU,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Arduino UNO R4 Schematic Design Step by Step in Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#21; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-022,current-sensor-switch-using-altium-designer,Current Sensor Switch using Altium Designer,https://www.youtube.com/watch?v=XkR5dt33wxs,XkR5dt33wxs,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Current Sensor Switch using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#22; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-023,simple-calculator-using-altium-designer,Simple calculator using Altium Designer,https://www.youtube.com/watch?v=5U9tZ9eO7WA,5U9tZ9eO7WA,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Simple calculator using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#23; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-024,design-gps-tracker-using-altium-designer,Design GPS tracker using Altium designer,https://www.youtube.com/watch?v=1m60rD2W-5E,1m60rD2W-5E,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design GPS tracker using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#24; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-025,clearance-violations-altium-designer,Clearance violations- Altium Designer,https://www.youtube.com/watch?v=bUoBHDvcMJI,bUoBHDvcMJI,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Clearance violations- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#25; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-026,ftdi-regulator-capacitors-altium-designer,FTDI Regulator Capacitors Altium Designer,https://www.youtube.com/watch?v=Oc3UNDwiFC8,Oc3UNDwiFC8,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: FTDI Regulator Capacitors Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#26; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-027,dc-motor-speed-control-circuit-using-altium-designer,DC Motor Speed Control Circuit using Altium Designer,https://www.youtube.com/watch?v=MlM2TKyxMaM,MlM2TKyxMaM,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: DC Motor Speed Control Circuit using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#27; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-028,design-with-altium-today,Design with Altium today!,https://www.youtube.com/watch?v=KBOZ0ME73rk,KBOZ0ME73rk,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design with Altium today!,0,,,Source: MD channel Altium search dump via parse_report; list#28; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-029,editing-the-board-shape-altium-designer,Editing the board shape- Altium Designer,https://www.youtube.com/watch?v=SznEFaHAZEo,SznEFaHAZEo,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Editing the board shape- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#29; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-030,03-building-bridge-between-jira-and-altium-develop,03 Building Bridge Between Jira and Altium Develop,https://www.youtube.com/watch?v=20cdd29fgO8,20cdd29fgO8,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 03 Building Bridge Between Jira and Altium Develop,0,,Numbered tutorial (part 03),Source: MD channel Altium search dump via parse_report; list#30; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-031,design-multivibrator-circuit-flip-flop-using-altium-designer,Design Multivibrator circuit FLIP FLOP using Altium designer,https://www.youtube.com/watch?v=vUQ_9IHanKM,vUQ_9IHanKM,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Multivibrator circuit FLIP FLOP using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#31; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-032,voltage-sensor-using-altium-desinger,Voltage Sensor using Altium Desinger,https://www.youtube.com/watch?v=3HaY1IQKNx0,3HaY1IQKNx0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Voltage Sensor using Altium Desinger,0,,,Source: MD channel Altium search dump via parse_report; list#32; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-033,pcb-rules-and-violations-panel-altium-designer,PCB Rules and Violations Panel- Altium Designer,https://www.youtube.com/watch?v=bhWnsSUGLVg,bhWnsSUGLVg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: PCB Rules and Violations Panel- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#33; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-034,individual-outputs-or-an-output-job-file-altium-designer,Individual outputs or an output job file-Altium Designer,https://www.youtube.com/watch?v=Ysyon1azRUY,Ysyon1azRUY,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Individual outputs or an output job file-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#34; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-035,interactive-routing-with-altium-designer,Interactive Routing with altium designer,https://www.youtube.com/watch?v=kyHoF9tjlMM,kyHoF9tjlMM,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Interactive Routing with altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#35; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-036,active-route-automated-interactive-routing-altium-designer,Active route automated interactive routing-Altium Designer,https://www.youtube.com/watch?v=GmwQZfarqV8,GmwQZfarqV8,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Active route automated interactive routing-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#36; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-037,nets-and-net-labels-altium-designer,Nets and Net Labels- Altium Designer,https://www.youtube.com/watch?v=7XJIDj5HdMo,7XJIDj5HdMo,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Nets and Net Labels- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#37; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-038,setting-up-the-connection-matrix-altium-designer,Setting up the connection matrix- Altium Designer,https://www.youtube.com/watch?v=rHcH1XivrZI,rHcH1XivrZI,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Setting up the connection matrix- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#38; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-039,design-stack-up-and-design-rules-altium-designer-tutorial,Design Stack-Up and Design Rules - Altium Designer Tutorial,https://www.youtube.com/watch?v=8o528JEp12Q,8o528JEp12Q,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Stack-Up and Design Rules - Altium Designer Tutorial,0,,,Source: MD channel Altium search dump via parse_report; list#39; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-040,lamp-dimmer-using-altium-designer,Lamp Dimmer using Altium Designer,https://www.youtube.com/watch?v=5Z0biRZTdJ0,5Z0biRZTdJ0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Lamp Dimmer using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#40; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-041,mastering-altium-develop-workflows,How to Effectively Use History in Altium Develop,https://www.youtube.com/watch?v=5TIyURTBs-U,5TIyURTBs-U,id_present,Altium Develop,Intermediate,Educational Engineering Team YouTube tutorial: How to Effectively Use History in Altium Develop,0,,,Source: MD channel Altium search dump via parse_report; list#41; batch 1–50; channel=Educational Engineering Team Title aligned to YouTube oEmbed audit (CSV sync).,url_recovered
cat-042,ds3231-real-time-clock-altium-designer,DS3231 Real Time Clock Altium Designer,https://www.youtube.com/watch?v=-bAQN9V3pkg,-bAQN9V3pkg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: DS3231 Real Time Clock Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#42; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-043,physical-layers-and-the-layer-stack-manager-altium-designer,Physical layers and the layer stack manager- Altium Designer,https://www.youtube.com/watch?v=jffLgs-soVU,jffLgs-soVU,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Physical layers and the layer stack manager- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#43; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-044,viewing-your-board-in-3d-altium-designer,Viewing your board in 3d- Altium Designer,https://www.youtube.com/watch?v=fub4bTpdBh4,fub4bTpdBh4,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Viewing your board in 3d- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#44; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-045,12-altium-designer-tutorial-pcb-component-layout-layer-setup,12 Altium Designer Tutorial PCB Component Layout & Layer Setup,https://www.youtube.com/watch?v=kG1dRfyjbcw,kG1dRfyjbcw,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: 12 Altium Designer Tutorial PCB Component Layout & Layer Setup,0,,Numbered tutorial (part 12),Source: MD channel Altium search dump via parse_report; list#45; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-046,design-flasher-pcb-using-altium-designer,Design Flasher PCB using Altium designer,https://www.youtube.com/watch?v=BxwFrMhm0Ic,BxwFrMhm0Ic,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Flasher PCB using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#46; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-047,overvoltage-protection-circuit-using-altium-designer,Overvoltage Protection Circuit using ALtium Designer,https://www.youtube.com/watch?v=mp8QZ_4I4To,mp8QZ_4I4To,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Overvoltage Protection Circuit using ALtium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#47; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-048,03-from-schematic-to-pcb-in-altium-develop,03 | From Schematic to PCB in Altium Develop,https://www.youtube.com/watch?v=96oGDMsqN3I,96oGDMsqN3I,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 03 | From Schematic to PCB in Altium Develop,0,,Altium Develop series (episode 03),Source: MD channel Altium search dump via parse_report; list#48; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-049,defining-the-electrical-clearance-constraint-altium-designer,Defining the electrical clearance constraint-Altium Designer,https://www.youtube.com/watch?v=43MOAejssrM,43MOAejssrM,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Defining the electrical clearance constraint-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#49; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-050,mq3-alcohol-sensor-using-altium-designer,MQ3 Alcohol Sensor using Altium Designer,https://www.youtube.com/watch?v=XDaTqnhFwfw,XDaTqnhFwfw,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: MQ3 Alcohol Sensor using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#50; batch 1–50; channel=Educational Engineering Team,url_recovered
cat-051,design-your-own-customized-pir-motion-sensor-in-altium-designer,Design Your Own Customized Pir Motion Sensor In Altium Designer,https://www.youtube.com/watch?v=RXxcBgoWhJ0,RXxcBgoWhJ0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Your Own Customized Pir Motion Sensor In Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#51; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-052,designing-flex-pcbs-with-ai-for-wearables-in-altium,Designing Flex PCBs with AI for Wearables in Altium,https://www.youtube.com/watch?v=z9bMEFApfXc,z9bMEFApfXc,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Designing Flex PCBs with AI for Wearables in Altium,0,,,Source: MD channel Altium search dump via parse_report; list#52; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-053,creating-the-atmega-component-symbol-altium-designer,Creating the Atmega Component Symbol Altium Designer,https://www.youtube.com/watch?v=8NIERgLJXE8,8NIERgLJXE8,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Creating the Atmega Component Symbol Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#53; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-054,get-up-to-speed-with-your-pcb-design-process-using-altium-designer,Get Up To Speed With Your Pcb Design Process Using Altium Designer,https://www.youtube.com/watch?v=XEhOmIe6iAE,XEhOmIe6iAE,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Get Up To Speed With Your Pcb Design Process Using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#54; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-055,air-flow-detector-using-altium-designer,Air Flow Detector using Altium Designer,https://www.youtube.com/watch?v=ZOiBOIBMx0s,ZOiBOIBMx0s,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Air Flow Detector using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#55; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-056,how-to-access-altium-s-db-library-like-a-pro,How to Access Altium's DB Library Like a Pro,https://www.youtube.com/watch?v=c5pqdk3mgYg,c5pqdk3mgYg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: How to Access Altium's DB Library Like a Pro,0,,,Source: MD channel Altium search dump via parse_report; list#56; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-057,drc-rules-to-check-altium-designer,DRC rules to check-Altium Designer,https://www.youtube.com/watch?v=1jOJvlR0YBk,1jOJvlR0YBk,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: DRC rules to check-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#57; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-058,10-how-to-release-a-project-in-altium-develop,10 How to Release a Project in Altium Develop,https://www.youtube.com/watch?v=4rI8BLQ1PXk,4rI8BLQ1PXk,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 10 How to Release a Project in Altium Develop,0,,Altium Develop how-to (part 10),Source: MD channel Altium search dump via parse_report; list#58; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-059,altium-designer-pcb-clearance-settings-the-ultimate-guide,Altium Designer PCB Clearance Settings: The Ultimate Guide,https://www.youtube.com/watch?v=88Pm8Ne3t2g,88Pm8Ne3t2g,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Altium Designer PCB Clearance Settings: The Ultimate Guide,0,,,Source: MD channel Altium search dump via parse_report; list#59; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-060,design-speaker-using-altium-designer,Design Speaker using Altium designer,https://www.youtube.com/watch?v=af4kxdo8mzg,af4kxdo8mzg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Design Speaker using Altium designer,0,,,Source: MD channel Altium search dump via parse_report; list#60; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-061,8-how-to-add-wires-net-labels-power-ports-in-altium-designer,"8 How to Add Wires, Net Labels & Power Ports in Altium Designer",https://www.youtube.com/watch?v=uxQ5BToKINI,uxQ5BToKINI,id_present,Altium Designer,Intermediate,"Educational Engineering Team tutorial: 8 How to Add Wires, Net Labels & Power Ports in Altium Designer",0,,Altium Develop how-to (part 8),Source: MD channel Altium search dump via parse_report; list#61; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-062,making-footprint-and-pcb-layout-altium-designer,Making Footprint and PCB Layout - Altium Designer,https://www.youtube.com/watch?v=OC7waWB8Msc,OC7waWB8Msc,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Making Footprint and PCB Layout - Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#62; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-063,13-master-advanced-schematic-search-features-in-altium-designer,13 Master Advanced Schematic Search Features in Altium Designer,https://www.youtube.com/watch?v=PbzuaVGsaEU,PbzuaVGsaEU,id_present,Altium Designer,Advanced,Educational Engineering Team tutorial: 13 Master Advanced Schematic Search Features in Altium Designer,0,,Numbered tutorial (part 13),Source: MD channel Altium search dump via parse_report; list#63; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-064,07-pcb-board-planning-strategy-for-reliable-hardware-design-in-altium-develop,07| PCB Board Planning Strategy for Reliable Hardware Design in Altium Develop,https://www.youtube.com/watch?v=Z2HSuQYWrPs,Z2HSuQYWrPs,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: 07| PCB Board Planning Strategy for Reliable Hardware Design in Altium Develop,0,,Altium Develop series (episode 07),Source: MD channel Altium search dump via parse_report; list#64; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-065,car-amplifier-using-altium-designer,Car Amplifier using Altium Designer,https://www.youtube.com/watch?v=p-w-DTApCQY,p-w-DTApCQY,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Car Amplifier using Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#65; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-066,modular-hardware-architecture-without-hidden-debt-in-altium-develop-scalable-pcb,Modular Hardware Architecture Without Hidden Debt in Altium Develop | Scalable PCB Design,https://www.youtube.com/watch?v=wxnWPUUdf9Q,wxnWPUUdf9Q,id_present,Altium Develop,Intermediate,Educational Engineering Team tutorial: Modular Hardware Architecture Without Hidden Debt in Altium Develop | Scalable PCB Design,0,,,Source: MD channel Altium search dump via parse_report; list#66; batch 51–100; channel=Educational Engineering Team; alt titles: Modular Hardware Architecture Without Hidden Debt in Altium Develop,url_recovered
cat-067,10-import-design-changes-and-create-pcb-outline-in-altium,10 Import Design Changes and Create PCB Outline in Altium,https://www.youtube.com/watch?v=Ev50Iv42V18,Ev50Iv42V18,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: 10 Import Design Changes and Create PCB Outline in Altium,0,,Numbered tutorial (part 10),Source: MD channel Altium search dump via parse_report; list#67; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-068,interactive-routing-modes-altium-designer,Interactive routing modes- Altium Designer,https://www.youtube.com/watch?v=wqASOSmKOUU,wqASOSmKOUU,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Interactive routing modes- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#68; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-069,setting-up-the-comparator-altium-designer,Setting up the comparator-Altium Designer,https://www.youtube.com/watch?v=1dP8Jy6Sbxc,1dP8Jy6Sbxc,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Setting up the comparator-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#69; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-070,positioning-the-components-on-the-pcb-altium-designer,Positioning the components on the PCB- Altium Designer,https://www.youtube.com/watch?v=a89G-kmydrg,a89G-kmydrg,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Positioning the components on the PCB- Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#70; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-071,wiring-up-the-circuit-altium-designer,Wiring up the circuit-Altium Designer,https://www.youtube.com/watch?v=6O86FlYKhU0,6O86FlYKhU0,id_present,Altium Designer,Intermediate,Educational Engineering Team tutorial: Wiring up the circuit-Altium Designer,0,,,Source: MD channel Altium search dump via parse_report; list#71; batch 51–100; channel=Educational Engineering Team,url_recovered
cat-072,how-to-make-a-pcb-in-altium-designer-the-basics,How To Make A Pcb In Altium Designer: The Basics,https://www.youtube.com/watch?v=PDd1N72Et-s,PDd1N72Et-s,id_present,Altium Designer,Beginner,Educational Engineering Team tutorial: How To Make A Pcb In Altium Designer: The Basics,0,,,Source: MD channel Altium search dump via parse_report; list#72; batch 51–100; channel=Educational Engineering Team,url_recovered
